fighters_id,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,fighter_name
23,0.0,0.5425484,0.0,0.5873288,1.05955,0.0,0.6429392,0.0,0.62545204,0.70672727,0.97992575,0.0,0.0,0.0,1.3896011,0.0,1.002567,0.7393748,0.0,0.0,0.0,1.2713761,0.0033383449,0.0,0.79397696,0.0,0.1460554,0.38795483,0.0,0.0,0.0,0.0,Nick Agallar
24,0.07667646,0.12716942,0.11010661,0.05662946,0.13169359,0.30368623,0.0,0.0,0.0,0.38004234,0.27975452,0.0,0.05006093,0.01715413,0.033775073,0.3121095,0.13399313,0.12593366,0.0,0.0,0.097615995,0.0,0.0,0.022475386,0.095361196,0.0012331096,0.28850737,0.20035614,0.0,0.06352594,0.0,0.05999735,Mariya Agapova
26,0.0,0.5397918,0.0,0.010462843,0.0,0.0,0.0,0.0,0.0,0.47670645,0.4977034,0.0,0.0,0.0,0.0,1.012522,0.29410055,0.0,0.0,0.0,0.018978588,0.0,0.0,0.0,0.0,0.0,0.046588413,0.49901044,0.0,0.0,0.0,0.0,Marcelo Aguiar
29,0.27122226,0.055283356,0.17865069,0.17782037,0.21246096,0.1735831,0.17311439,0.059077375,0.106733605,0.53557247,0.35620162,0.0,0.07829779,0.047584917,0.0,0.13596919,0.24353223,0.39693922,0.00080991385,0.06871177,0.11744565,0.20217943,0.1206177,0.071048446,0.3716366,0.010922158,0.30189848,0.21927336,0.0402882,0.044735976,0.052492745,0.22641063,Jessica Aguilar
30,0.03710807,0.12965836,0.05468376,0.17343515,0.038096014,0.4654378,0.0,0.030111184,0.13781728,0.35638997,0.17865735,0.0,0.23506153,0.12576094,0.008456898,0.23159064,0.08509622,0.104121625,0.0,0.094489954,0.064512394,0.07216755,0.0019856356,0.039080247,0.06321208,0.027311122,0.22375976,0.23101431,0.025266767,0.0070579965,0.11629599,0.13985176,Kevin Aguilar
31,0.058778785,0.07455679,0.0,0.08354274,0.020711634,0.22492734,0.09957385,0.038551126,0.007411009,0.20656009,0.15801105,0.0,0.014206921,0.03143843,0.0,0.5883,0.0,0.0,0.0,0.08023723,0.017251065,0.0,0.06918352,0.10432392,0.0,0.0,0.025051275,0.1689177,0.0,0.4072531,0.0,0.032358207,Jesus Aguilar
32,0.0,0.0043574697,0.0,0.0,0.22344571,0.22555129,0.0,0.0,0.0,0.041910995,0.32002112,0.0,0.0,0.0,0.0,0.40538713,0.0,0.0,0.0,0.0,0.410077,0.0,0.0,0.0,0.0,0.0011827946,0.0,0.11941236,0.0,0.06325253,0.0,0.0,Christian Aguilera
33,0.0,0.075843364,0.0,0.0015869848,0.0,0.18118615,0.049318537,0.0,0.02641803,0.25882357,0.22038275,0.0,0.045056928,0.0,0.0,0.3362773,0.0,0.09541625,0.0,0.0,0.009719437,0.0,0.0,0.0,0.068533696,0.033416077,0.16181985,0.14173771,0.0,0.030298293,0.0,0.0,Nick Aguirre
37,0.21275319,0.12375262,0.015577608,0.14779513,0.150595,0.15662663,0.11247472,0.13760991,0.19637804,0.29444236,0.31793475,0.0,0.14378616,0.097499,0.018253032,0.16714759,0.07648134,0.21294972,0.016094048,0.08303631,0.1428533,0.26276746,0.13658446,0.19155149,0.13327701,0.043452445,0.20478944,0.23654558,0.034362335,0.11360811,0.038460948,0.15238777,Omari Akhmedov
38,0.11582001,0.17667063,0.0,0.50723267,0.28005505,0.11676051,0.08062506,0.32530472,0.49715632,0.4728696,0.40800044,0.0,0.2867872,0.2576832,0.16106154,0.15385596,0.2334306,0.23888244,0.20917673,0.09572805,0.10976673,0.6095724,0.30400077,0.44112664,0.35639253,0.19721714,0.29331094,0.3151162,0.059566285,0.015757835,0.026763324,0.44996208,Yoshihiro Akiyama
39,0.0,0.0,0.0,0.04460847,0.12972587,0.3202679,0.13133574,0.0,0.0968868,0.27167663,0.17781673,0.0,0.08148348,0.0,0.0,0.12314458,0.0,0.052738126,0.0,0.0,0.0,0.014337461,0.0,0.0,0.021427367,0.0,0.08528461,0.0,0.0,0.0,0.09525008,0.0,Rostem Akman
40,0.0,0.45582253,0.0,0.28759006,0.70810986,0.073526315,0.0,0.0,0.39430022,0.81240267,0.8884765,0.0,0.0,0.0,0.81441385,0.0,0.8500846,0.6164346,0.0,0.0,0.0,0.46774322,0.029159162,0.04125335,0.60917574,0.0,0.34034613,0.4471888,0.0,0.0,0.0,0.03301724,Razak Al-Hassan
41,0.0,0.0,0.13381588,0.0,0.0,0.9322914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45231953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020664603,0.0,1.1904765,0.0,0.0,0.0,0.0,0.0,Abdul-Kareem Al-Selwady
42,0.03593057,0.24976832,0.0,0.10313361,0.67178875,0.052639607,0.14297771,0.0,0.29038247,0.4784759,0.6402305,0.0,0.0,0.0,0.32377893,0.0,0.5270056,0.3371575,0.0,0.0,0.19289644,0.3207709,0.0,0.0,0.2614744,0.0,0.204367,0.35080346,0.0,0.0,0.0,0.0,Mostapha Al-Turk
45,0.4285397,0.13215022,0.03831675,0.21091291,0.09822036,0.30875307,0.123730436,0.25866592,0.22376625,0.28544867,0.23582983,0.0,0.29375815,0.2857106,0.047980588,0.19060065,0.06165221,0.039825466,0.02520993,0.28850323,0.22869651,0.19336762,0.19013679,0.2560862,0.014128362,0.19270131,0.123479486,0.19333665,0.13278116,0.18053822,0.012738088,0.28998765,Alatengheili
46,0.13008977,0.14694768,0.047976974,0.14735268,0.122974075,0.2347718,0.018029073,0.12965763,0.048266217,0.41532418,0.25596693,0.0,0.16717269,0.23404634,0.0,0.3231451,0.022429192,0.08345721,0.0,0.06389929,0.16541995,0.057404358,0.08107015,0.21930228,0.056491584,0.0065863747,0.23085256,0.1992959,0.10509383,0.22499894,0.020931663,0.20886861,Amir Albazi
48,0.15784054,0.034755684,0.0,0.1532462,0.0925764,0.18748645,0.115583405,0.10386324,0.084428355,0.19952454,0.17844197,0.0,0.032394387,0.14500348,0.0,0.68444717,0.0,0.0,0.021124225,0.0,0.14381173,0.2065301,0.09777081,0.26470748,0.0,0.0,0.051775508,0.07934209,0.03705457,0.16163138,0.0,0.21948758,John Albert
49,0.056693364,0.043494713,0.009993647,0.14802791,0.06551559,0.267025,0.0,0.08198414,0.01823398,0.22423694,0.17524575,0.0,0.09794949,0.07986075,0.0,0.27753735,0.018446747,0.015137173,0.01303765,0.0117045175,0.111625746,0.06796721,0.044629972,0.095874384,0.013909179,0.0012029022,0.061842363,0.09065952,0.016847793,0.0,0.0105718,0.071647786,Junior Albini
51,0.13223098,0.06533389,0.0,0.2989591,0.24509996,0.20755917,0.15756121,0.27427608,0.22565639,0.25416893,0.25174052,0.0,0.28749266,0.15720452,0.16161215,0.4860755,0.35155064,0.3576036,0.14434646,0.15281737,0.1728309,0.37653458,0.28625306,0.32894123,0.36550233,0.07931049,0.12784848,0.2712638,0.12822855,0.067123346,0.0,0.2641427,Aleksandra Albu
54,0.13190041,0.049524758,0.0,0.3805677,0.118401304,0.122496545,0.019169396,0.27789682,0.3519005,0.18583785,0.15475124,0.0,0.2882667,0.19436555,0.0987964,0.2232829,0.1559839,0.12445941,0.15049283,0.22493969,0.10544676,0.50827897,0.2370574,0.39323428,0.1747729,0.23802984,0.13497029,0.13974628,0.103057995,0.027645867,0.06329723,0.3769004,Iuri Alcantara
55,0.19744655,0.11184732,0.0,0.5433736,0.30626205,0.0,0.19515546,0.44858712,0.6795229,0.37787035,0.2999929,0.0,0.35225186,0.27532312,0.37274712,0.0,0.38164702,0.27740845,0.20552555,0.13776541,0.19378497,0.9277457,0.39104027,0.601223,0.2920807,0.17254141,0.26354617,0.13164076,0.083962835,0.0,0.044673894,0.45652717,Ildemar Alcantara
57,0.50811994,0.54134125,0.0,0.8851537,0.5968515,0.0,0.0,0.38525254,0.45347688,0.36915588,0.3480561,0.0,0.34758896,0.115797155,0.58470917,0.417194,0.64545304,0.39847615,0.15040487,0.0,0.0,0.7348912,0.6638171,0.78198177,0.59715766,0.0,0.19876555,0.4539782,0.0,0.0,0.0,0.5697539,Gilbert Aldana
58,0.28369105,0.13480465,0.14182773,0.2966137,0.13184075,0.24913561,0.12688114,0.05699759,0.046512403,0.4981563,0.18217532,0.0,0.21777889,0.07969908,0.038342115,0.20503335,0.19186509,0.1543254,0.034922052,0.02648676,0.04996517,0.028294314,0.055838753,0.1748949,0.123820625,0.033567887,0.16368295,0.1440499,0.013646952,0.051451195,0.046269238,0.14109062,Irene Aldana
59,0.04087702,0.08877176,0.07855866,0.022351414,0.44556725,0.2592052,0.0,0.05450039,0.009947295,0.44540146,0.43341103,0.0,0.15441948,0.020005269,0.028110826,0.3351283,0.1612828,0.18372257,0.0,0.067082174,0.3739941,0.09870335,0.0,0.14635205,0.15496385,0.11529157,0.21763498,0.30988404,0.12534128,0.0,0.0017508218,0.07377943,Hector Aldana
61,0.18336008,0.034236208,0.018177085,0.51990247,0.052717283,0.25858518,0.047287688,0.34551904,0.3553977,0.21412262,0.04016981,0.0,0.50147,0.34948203,0.053704154,0.2763672,0.058319207,0.029771078,0.092255615,0.171449,0.07591861,0.3985428,0.21702005,0.39013278,0.09639799,0.0998529,0.21491618,0.023356855,0.10132157,0.04905099,0.031506684,0.45734337,Jose Aldo
62,0.13388698,0.2091295,0.076590605,0.11285126,0.071665056,0.26340577,0.018631618,0.031917848,0.06514379,0.58610326,0.33025807,0.0,0.11838396,0.070075795,0.016366681,0.17501427,0.14097075,0.15091689,0.0,0.03426036,0.06494422,0.039954294,0.016296528,0.093405806,0.088518664,0.0038253241,0.2685002,0.2896666,0.015043448,0.025233353,0.0,0.062608264,JJ Aldrich
63,0.0,0.014898276,0.02593055,0.049875643,0.11258877,0.14339635,0.0,0.0,0.0,0.16269499,0.28442234,0.0,0.07996859,0.0,0.0,0.120532215,0.0,0.0,0.0,0.0,0.22845252,0.0,0.0,0.011408716,0.0,0.0,0.016249629,0.11167963,0.0,0.029416734,0.02563221,0.0,Irina Alekseeva
64,0.65984744,0.0,0.19227032,0.17194365,0.0,0.61138695,0.58940184,0.22777906,0.0,0.29581612,0.0,0.0,0.162859,0.156724,0.0,0.11754363,0.0,0.0,0.0,0.087310255,0.0,0.0,0.20615634,0.22800285,0.0,0.0,0.17323196,0.04392028,0.0,0.11108669,0.058832563,0.27709588,Talita Alencar
65,0.099478126,0.06959573,0.0,0.33850694,0.30831566,0.19461393,0.0,0.19375058,0.096578,0.54930705,0.40590003,0.0,0.19284536,0.15427195,0.06246482,0.43149725,0.24493681,0.27805027,0.00989521,0.20081992,0.26532674,0.32335547,0.21321249,0.3949602,0.36043954,0.22640854,0.044706088,0.5018332,0.14906998,0.0070007234,0.07608393,0.35988808,Jim Alers
66,0.026413566,0.24169977,0.0,0.5702669,0.3369228,0.0,0.40026158,0.046124022,0.83383876,0.78566164,0.65121734,0.0,0.07657345,0.03556902,0.82436526,0.054644205,0.6904057,0.48912248,0.04533484,0.08684901,0.0,1.1005871,0.1559715,0.119553074,0.55747294,0.0762503,0.4721299,0.16295926,0.018315421,0.0,0.037395835,0.17080985,John Alessio
67,0.3675107,0.26249585,0.0,0.3728529,0.39384112,0.06653857,0.09645378,0.310858,0.17565037,0.35878095,0.47920695,0.0,0.15312476,0.1500818,0.261307,0.035323955,0.36094776,0.2565367,0.057318375,0.02442105,0.000811141,0.39526105,0.39056635,0.38736203,0.2521496,0.0,0.15234125,0.29180023,0.0,0.12397519,0.0,0.26929563,Houston Alexander
69,0.0,0.18445045,0.0,0.0,0.14172256,0.34909034,0.0,0.0,0.04012547,0.4517148,0.4233798,0.0,0.026025921,0.0,0.0,0.45252877,0.02600831,0.015293997,0.0,0.0,0.16680215,0.0051166434,0.0,0.058441002,0.013721801,0.0,0.016857082,0.19744527,0.0,0.013880444,0.0,0.0,Lucas Alexander
70,0.0,0.114204526,0.0,0.34070155,0.0,0.1711386,0.0,0.16766863,0.4784061,0.39991236,0.27027836,0.0,0.20145352,0.24238832,0.055991296,0.12505887,0.12464878,0.11922405,0.11100679,0.18135633,0.02411122,0.47042093,0.17490338,0.20597745,0.13537262,0.22013998,0.23170853,0.2768632,0.051312268,0.0,0.0,0.33451375,Marcio Alexandre Junior
