stat_id,strikes_per_minute,strike_accuracy,strikes_absorbed_per_minute,strike_defense,takedown_average,takedown_accuracy,takedown_defense,submission_average,fighters_id
2203,1.78,0.23,5.35,0.3,0.0,0.0,0.0,0.0,2203
2204,2.47,0.59,2.57,0.5,3.5,0.41,0.81,0.0,2204
2205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2205
2206,3.13,0.5,3.73,0.55,3.32,0.6,0.71,1.3,2206
2207,4.39,0.45,5.18,0.56,0.0,0.0,0.73,0.3,2207
2208,2.48,0.4,3.87,0.57,1.74,0.41,0.31,0.7,2208
2209,6.23,0.63,6.7,0.53,1.5,0.3,0.92,0.0,2209
2210,1.81,0.4,4.11,0.59,0.0,0.0,0.0,2.1,2210
2211,5.64,0.43,5.62,0.54,2.0,0.26,0.1,0.0,2211
2212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2212
2213,2.71,0.4,2.36,0.64,1.0,0.37,0.69,0.3,2213
2214,0.0,0.0,9.43,0.35,0.0,0.0,0.0,0.0,2214
2215,1.88,0.55,2.4,0.53,4.47,0.55,0.83,0.3,2215
2216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2216
2217,3.97,0.34,4.25,0.63,0.0,0.0,0.0,0.0,2217
2218,3.76,0.43,5.51,0.55,2.62,0.5,0.1,2.6,2218
2219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2219
2220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2220
2221,1.27,0.48,3.93,0.4,1.0,0.1,0.0,0.0,2221
2222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2222
2223,5.3,0.48,2.53,0.68,0.5,0.1,0.85,0.0,2223
2224,3.52,0.45,2.91,0.66,2.4,0.57,0.66,0.2,2224
2225,4.62,0.44,3.05,0.57,0.43,0.25,0.59,0.1,2225
2226,2.48,0.36,4.84,0.4,1.18,0.11,0.0,0.6,2226
2227,0.65,0.5,6.2,0.17,0.0,0.0,0.0,0.0,2227
2228,3.07,0.45,3.93,0.52,2.14,0.45,0.77,0.0,2228
2229,3.61,0.66,7.22,0.4,0.0,0.0,0.0,0.0,2229
2230,5.05,0.51,5.22,0.52,0.99,0.53,0.62,0.7,2230
2231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2231
2232,0.41,0.32,2.42,0.42,1.95,0.24,0.3,0.7,2232
2233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2233
2234,3.74,0.46,3.25,0.44,1.99,0.44,0.69,0.2,2234
2235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2235
2236,2.47,0.25,7.06,0.41,0.0,0.0,0.0,0.0,2236
2237,1.47,0.63,6.95,0.1,0.0,0.0,0.5,0.0,2237
2238,3.76,0.45,3.03,0.58,0.7,0.55,0.55,2.4,2238
2239,2.84,0.41,4.1,0.54,1.27,0.53,0.33,0.0,2239
2240,0.89,0.44,2.98,0.43,0.0,0.0,0.0,0.0,2240
2241,4.92,0.54,3.96,0.65,1.85,0.45,0.78,0.0,2241
2242,1.55,0.52,2.7,0.46,1.43,0.16,0.35,2.0,2242
2243,1.8,0.5,2.04,0.46,7.19,0.8,0.8,5.4,2243
2244,3.75,0.42,2.8,0.62,1.77,0.47,0.88,0.4,2244
2245,2.28,0.29,6.49,0.45,0.0,0.0,0.0,0.0,2245
2246,1.33,0.52,1.82,0.55,1.05,0.33,0.37,0.0,2246
2247,4.13,0.43,2.93,0.65,0.0,0.0,0.5,1.0,2247
2248,2.4,0.32,2.87,0.64,0.0,0.0,0.76,0.0,2248
2249,5.82,0.53,2.87,0.63,0.0,0.0,0.82,0.0,2249
2250,4.72,0.54,2.82,0.51,0.74,0.54,0.73,0.5,2250
2251,2.59,0.53,1.57,0.61,1.21,0.65,0.75,0.4,2251
2252,2.32,0.6,3.17,0.43,1.16,0.5,0.4,0.0,2252
2253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2253
2254,0.8,0.29,4.6,0.42,2.0,0.18,0.0,0.0,2254
2255,2.51,0.46,3.31,0.66,3.17,0.33,0.89,0.5,2255
2256,2.08,0.52,0.74,0.67,2.22,0.25,0.8,0.7,2256
2257,0.0,0.0,3.35,0.47,0.0,0.0,0.0,0.0,2257
2258,2.31,0.38,9.56,0.5,0.0,0.0,0.0,0.0,2258
2259,2.46,0.41,1.18,0.81,1.32,0.71,0.7,0.0,2259
2260,3.56,0.49,3.97,0.52,2.86,0.66,0.62,0.0,2260
2261,2.36,0.33,2.55,0.63,2.93,0.51,0.5,0.7,2261
2262,4.55,0.48,4.38,0.43,2.12,0.83,0.69,0.4,2262
2263,2.14,0.24,3.97,0.68,1.55,0.44,0.66,0.8,2263
2264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2264
2265,2.27,0.4,2.78,0.56,1.05,0.15,0.58,1.6,2265
2266,1.8,0.27,3.37,0.68,0.0,0.0,0.0,0.5,2266
2267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2267
2268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2268
2269,1.53,0.28,4.92,0.42,0.4,0.25,0.28,0.4,2269
2270,3.43,0.46,2.48,0.51,2.12,0.38,0.53,0.2,2270
2271,4.07,0.41,4.75,0.41,0.0,0.0,0.0,0.0,2271
2272,0.26,0.4,3.86,0.42,0.0,0.0,0.0,0.0,2272
2273,4.4,0.49,3.05,0.54,0.67,0.57,0.89,0.2,2273
2274,4.02,0.47,1.47,0.66,0.33,0.1,0.88,0.0,2274
2275,2.65,0.44,3.35,0.55,3.12,0.64,0.1,0.3,2275
2276,5.87,0.62,4.13,0.42,0.0,0.0,0.72,0.0,2276
2277,4.89,0.48,3.0,0.64,5.22,0.56,0.77,0.8,2277
2278,1.41,0.41,2.44,0.65,2.8,0.46,0.77,1.1,2278
2279,1.71,0.29,6.92,0.4,2.44,0.4,0.0,0.0,2279
2280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2280
2281,3.86,0.29,5.64,0.53,0.0,0.0,0.45,0.0,2281
2282,1.54,0.85,3.59,0.17,0.0,0.0,0.0,3.9,2282
2283,1.53,0.42,1.02,0.63,3.83,0.1,0.0,7.7,2283
2284,1.8,0.43,2.07,0.63,2.49,0.24,0.61,1.0,2284
2285,4.35,0.38,4.52,0.55,0.42,0.27,0.58,0.1,2285
2286,0.6,0.36,3.33,0.43,1.0,0.33,0.0,1.0,2286
2287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2287
2288,2.87,0.54,2.07,0.61,3.67,0.42,0.85,0.0,2288
2289,5.52,0.49,4.15,0.68,0.0,0.0,0.86,0.0,2289
2290,2.63,0.58,1.55,0.61,3.2,0.53,0.9,1.1,2290
2291,1.12,0.3,2.24,0.36,2.1,0.5,0.0,0.0,2291
2292,1.94,0.43,2.24,0.62,3.71,0.3,0.56,0.3,2292
2293,2.8,0.23,5.23,0.55,2.0,0.22,0.66,0.5,2293
2294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2294
2295,5.29,0.58,4.31,0.53,0.44,0.57,0.61,0.6,2295
2296,0.87,0.56,3.47,0.43,0.0,0.0,0.2,0.0,2296
2297,6.84,0.46,6.96,0.62,0.0,0.0,0.78,1.1,2297
2298,3.87,0.34,3.27,0.69,1.0,0.33,0.0,0.0,2298
2299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2299
2300,3.86,0.56,2.48,0.52,6.62,0.42,0.2,0.4,2300
2301,3.85,0.46,3.06,0.53,2.27,0.56,0.16,0.8,2301
2302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2302
2303,3.52,0.56,4.71,0.63,3.1,0.66,0.57,0.0,2303
2304,3.14,0.5,3.88,0.42,0.68,0.75,0.8,0.7,2304
2305,1.94,0.33,4.52,0.46,19.35,0.5,0.1,0.0,2305
2306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2306
2307,3.52,0.48,2.64,0.51,0.33,0.25,0.78,0.0,2307
2308,1.58,0.54,5.79,0.15,0.0,0.0,0.0,0.0,2308
2309,1.13,0.2,4.33,0.45,1.0,0.7,0.2,0.0,2309
2310,3.18,0.7,0.66,0.57,1.64,0.1,0.6,0.0,2310
2311,1.47,0.41,5.08,0.31,1.9,0.33,0.25,0.4,2311
2312,4.69,0.62,4.76,0.55,0.0,0.0,0.76,0.0,2312
2313,2.53,0.4,2.67,0.66,1.0,0.2,0.1,0.0,2313
2314,3.43,0.54,3.97,0.49,0.53,0.18,0.7,0.4,2314
2315,2.56,0.33,3.61,0.58,0.44,0.11,0.2,0.9,2315
2316,5.9,0.53,4.25,0.62,0.59,0.5,0.88,0.0,2316
2317,3.2,0.53,3.98,0.52,2.32,0.27,0.33,2.3,2317
2318,0.25,0.27,2.11,0.43,0.0,0.0,0.28,0.0,2318
2319,1.43,0.33,3.0,0.5,2.5,0.38,0.6,1.0,2319
2320,4.75,0.57,3.24,0.5,3.09,0.39,0.72,0.3,2320
2321,2.17,0.53,2.43,0.45,3.13,0.4,0.1,0.5,2321
2322,1.98,0.21,10.27,0.45,0.0,0.0,0.0,0.0,2322
2323,2.97,0.43,3.1,0.58,1.12,0.28,0.52,0.2,2323
2324,5.0,0.58,3.0,0.64,7.5,0.1,0.0,0.0,2324
2325,0.41,0.5,5.7,0.28,0.0,0.0,0.0,0.0,2325
2326,2.71,0.49,2.32,0.55,1.87,0.51,0.7,0.8,2326
2327,1.44,0.79,2.52,0.52,3.93,0.28,0.0,0.8,2327
2328,4.85,0.45,5.06,0.5,0.0,0.0,0.53,2.6,2328
2329,0.84,0.34,2.04,0.54,3.21,0.36,0.36,0.9,2329
2330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2330
2331,0.83,0.42,2.23,0.4,0.43,0.1,0.54,0.4,2331
2332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2332
2333,1.93,0.27,2.39,0.67,0.47,0.33,0.79,0.9,2333
2334,6.99,0.46,4.02,0.6,0.0,0.0,0.66,2.4,2334
2335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2335
2336,3.69,0.34,4.16,0.53,2.68,0.41,0.5,0.5,2336
2337,2.74,0.25,4.19,0.56,0.0,0.0,0.2,0.0,2337
2338,2.82,0.43,3.13,0.54,3.1,0.42,0.92,0.0,2338
2339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2339
2340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2340
2341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2341
2342,0.73,0.4,2.4,0.45,0.0,0.0,0.16,0.0,2342
2343,2.68,0.37,2.59,0.58,0.71,0.27,0.68,1.0,2343
2344,4.42,0.48,6.64,0.55,2.28,0.43,0.25,0.3,2344
2345,2.45,0.53,4.29,0.51,0.0,0.0,0.0,0.0,2345
2346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2346
2347,2.73,0.28,3.77,0.63,3.0,0.45,0.36,0.0,2347
2348,3.07,0.27,7.33,0.52,0.0,0.0,0.0,0.0,2348
2349,2.79,0.25,4.01,0.6,0.0,0.0,0.8,0.0,2349
2350,4.44,0.49,4.09,0.56,0.38,0.35,0.68,0.1,2350
2351,2.88,0.5,2.16,0.51,1.54,0.33,0.5,9.2,2351
2352,3.4,0.31,2.3,0.47,1.5,0.5,0.0,0.0,2352
2353,4.33,0.48,4.94,0.5,0.72,0.42,0.25,0.5,2353
2354,7.94,0.51,7.66,0.53,0.7,0.33,0.8,0.0,2354
2355,3.28,0.53,4.9,0.56,0.38,0.5,0.53,0.4,2355
2356,3.9,0.52,4.33,0.55,0.5,0.5,0.25,0.0,2356
2357,2.53,0.44,3.6,0.41,5.0,0.45,0.1,0.0,2357
2358,5.27,0.49,3.07,0.66,0.0,0.0,0.1,0.0,2358
2359,1.91,0.37,5.43,0.42,2.2,0.1,0.1,0.0,2359
2360,1.8,0.38,2.14,0.65,0.83,0.8,0.81,0.4,2360
2361,2.87,0.35,4.14,0.6,0.0,0.0,0.76,0.5,2361
2362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2362
2363,1.42,0.21,4.4,0.47,1.6,0.33,0.14,0.0,2363
2364,1.4,0.63,0.27,0.55,0.0,0.0,0.54,0.0,2364
2365,3.83,0.41,2.23,0.53,4.79,0.33,0.1,0.0,2365
2366,0.68,0.2,3.88,0.15,0.0,0.0,0.1,0.0,2366
2367,2.08,0.45,3.59,0.54,2.74,0.24,0.5,1.4,2367
2368,1.91,0.54,2.62,0.55,0.67,0.15,0.5,0.7,2368
2369,3.53,0.62,2.58,0.5,3.06,0.6,0.0,0.0,2369
2370,4.05,0.47,3.05,0.64,1.38,0.59,0.72,0.3,2370
2371,7.84,0.46,6.7,0.58,0.0,0.0,0.0,0.0,2371
2372,3.2,0.34,3.43,0.69,0.0,0.0,0.16,0.0,2372
2373,0.84,0.45,1.69,0.55,1.83,0.3,0.43,0.4,2373
2374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2374
2375,1.9,0.26,3.5,0.31,0.0,0.0,0.0,0.0,2375
2376,5.18,0.41,5.4,0.45,2.73,0.47,0.57,0.3,2376
2377,2.7,0.47,2.83,0.59,9.0,0.52,0.33,0.0,2377
2378,3.3,0.32,2.2,0.63,1.5,0.1,0.0,0.0,2378
2379,5.11,0.52,4.96,0.51,0.0,0.0,0.1,0.0,2379
2380,3.45,0.43,2.63,0.61,1.46,0.41,0.67,0.6,2380
2381,5.08,0.43,6.25,0.56,3.46,0.55,0.5,0.7,2381
2382,0.0,0.0,3.53,0.0,0.0,0.0,0.0,0.0,2382
2383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2383
2384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2384
2385,1.9,0.44,1.62,0.59,3.25,0.46,0.7,0.1,2385
2386,3.39,0.45,2.31,0.6,2.39,0.41,0.44,0.3,2386
2387,1.93,0.45,2.64,0.46,4.16,0.45,0.35,0.2,2387
2388,2.07,0.6,2.4,0.53,0.0,0.0,0.5,1.0,2388
2389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2389
2390,1.52,0.38,3.29,0.33,0.91,0.33,0.2,0.0,2390
2391,3.49,0.43,3.77,0.46,0.64,0.38,0.57,0.0,2391
2392,1.92,0.32,2.64,0.66,2.91,0.47,0.81,0.7,2392
2393,1.92,0.34,3.2,0.63,3.2,0.6,0.0,2.1,2393
2394,3.73,0.5,3.52,0.5,4.34,0.52,0.33,0.2,2394
2395,6.1,0.43,4.35,0.57,0.65,0.8,0.59,0.2,2395
2396,1.83,0.44,0.75,0.65,3.23,0.5,0.0,0.0,2396
2397,0.0,0.0,1.33,0.5,0.0,0.0,0.0,0.0,2397
2398,2.56,0.83,1.03,0.5,0.0,0.0,0.33,7.7,2398
2399,4.08,0.48,5.85,0.4,1.85,0.42,0.3,1.2,2399
2400,3.59,0.39,3.25,0.67,2.08,0.3,0.88,0.0,2400
2401,5.39,0.49,4.72,0.62,1.84,0.36,0.39,0.5,2401
2402,0.18,0.12,4.03,0.56,2.67,0.6,0.0,2.7,2402
2403,0.9,0.38,3.6,0.52,0.0,0.0,0.0,0.0,2403
2404,0.85,0.44,2.48,0.52,2.12,0.4,0.33,4.2,2404
2405,6.93,0.51,4.53,0.6,6.0,0.42,0.5,2.0,2405
2406,2.69,0.45,2.57,0.54,2.88,0.55,0.38,0.0,2406
2407,2.07,0.49,1.6,0.46,2.28,0.5,0.33,2.5,2407
2408,2.47,0.36,2.84,0.59,0.46,0.1,0.68,0.0,2408
2409,1.58,0.37,2.02,0.46,1.28,0.44,0.43,0.0,2409
2410,1.64,0.44,1.98,0.56,0.93,0.5,0.5,1.4,2410
2411,2.69,0.42,2.76,0.57,1.09,0.66,0.52,1.4,2411
2412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2412
2413,0.8,0.57,3.4,0.33,9.0,0.5,0.0,0.0,2413
2414,5.1,0.45,4.0,0.43,0.0,0.0,0.1,1.0,2414
2415,4.59,0.26,12.79,0.41,0.0,0.0,0.0,0.0,2415
2416,5.13,0.51,4.56,0.52,1.42,0.1,0.56,0.7,2416
2417,1.28,0.48,1.92,0.5,0.51,0.1,0.0,2.5,2417
2418,2.2,0.29,2.31,0.59,0.65,0.25,0.83,0.0,2418
2419,4.6,0.37,3.59,0.61,1.87,0.25,0.69,0.5,2419
2420,6.06,0.48,2.83,0.64,0.46,0.33,0.1,0.5,2420
2421,1.27,0.2,2.2,0.52,0.0,0.0,0.44,0.0,2421
2422,2.22,0.29,2.22,0.57,0.0,0.0,0.0,0.0,2422
2423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2423
2424,5.32,0.49,4.66,0.54,0.67,0.55,0.66,0.1,2424
2425,0.79,0.3,1.36,0.41,5.09,0.5,0.0,0.0,2425
2426,1.37,0.45,0.74,0.74,1.47,0.33,0.57,0.0,2426
2427,2.75,0.32,0.92,0.8,11.01,0.1,0.1,11.0,2427
2428,4.8,0.45,7.85,0.42,0.0,0.0,0.41,0.0,2428
2429,2.94,0.38,3.68,0.46,2.0,0.47,0.75,0.4,2429
2430,1.37,0.54,2.96,0.44,0.0,0.0,0.28,2.1,2430
2431,1.74,0.34,2.5,0.67,2.5,0.25,0.14,2.5,2431
2432,5.91,0.56,2.59,0.47,3.23,0.36,0.77,1.4,2432
2433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2433
2434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2434
2435,3.56,0.54,2.94,0.45,1.15,0.22,0.34,0.9,2435
2436,2.26,0.46,1.92,0.47,4.38,0.65,0.5,0.5,2436
2437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2437
2438,3.94,0.55,4.33,0.42,0.52,0.33,0.1,1.1,2438
2439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2439
2440,3.36,0.77,0.0,0.0,0.0,0.0,0.1,21.6,2440
2441,5.04,0.49,3.65,0.6,1.14,0.4,0.64,0.2,2441
2442,4.36,0.37,5.67,0.47,0.33,0.5,0.73,0.7,2442
2443,3.64,0.44,5.0,0.47,0.0,0.0,0.0,0.0,2443
2444,2.06,0.7,0.29,0.83,4.41,0.1,0.0,4.4,2444
2445,4.39,0.45,3.29,0.63,0.0,0.0,0.9,0.0,2445
2446,5.49,0.6,3.46,0.56,0.37,0.5,0.55,0.0,2446
2447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2447
2448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2448
2449,1.87,0.33,4.93,0.48,0.5,0.33,0.31,0.0,2449
2450,2.52,0.39,2.53,0.38,0.25,0.33,0.47,1.0,2450
2451,0.71,0.42,4.47,0.38,7.06,0.25,0.0,0.0,2451
2452,3.1,0.45,3.45,0.53,2.01,0.35,0.42,1.5,2452
2453,1.14,0.21,5.32,0.54,0.0,0.0,0.0,0.0,2453
2454,1.93,0.14,4.53,0.48,1.0,0.16,0.0,0.0,2454
2455,0.33,0.12,7.29,0.24,0.0,0.0,0.0,0.0,2455
2456,3.35,0.44,2.55,0.69,1.56,0.58,0.66,0.2,2456
2457,3.49,0.62,6.98,0.5,0.0,0.0,0.0,0.0,2457
2458,4.18,0.49,3.64,0.64,2.02,0.1,0.66,0.0,2458
2459,0.84,0.26,0.56,0.63,0.0,0.0,0.25,0.0,2459
2460,3.44,0.33,2.53,0.63,1.64,0.41,0.71,0.2,2460
2461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2461
2462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2462
2463,0.86,0.35,3.94,0.5,0.0,0.0,0.0,0.0,2463
2464,3.48,0.3,6.13,0.59,0.0,0.0,0.71,0.0,2464
2465,1.34,0.47,6.85,0.22,2.51,0.5,0.1,0.0,2465
2466,2.78,0.49,2.35,0.67,4.13,0.55,0.1,0.3,2466
2467,2.42,0.34,3.91,0.56,1.75,0.33,0.8,0.0,2467
2468,1.71,0.33,3.43,0.11,0.0,0.0,0.0,0.0,2468
2469,1.66,0.4,4.14,0.3,2.54,0.27,0.55,0.4,2469
2470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2470
2471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2471
2472,4.0,0.55,3.92,0.49,0.56,0.31,0.78,0.2,2472
2473,2.78,0.37,2.76,0.65,0.56,0.28,0.38,1.0,2473
2474,1.84,0.44,1.99,0.42,0.46,0.5,0.57,2.5,2474
2475,0.0,0.0,9.51,0.42,0.0,0.0,0.0,0.0,2475
2476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2476
2477,2.63,0.5,2.11,0.55,7.89,0.1,0.1,7.9,2477
2478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2478
2479,1.53,0.58,0.73,0.66,0.0,0.0,0.68,0.0,2479
2480,1.74,0.59,0.27,0.6,4.02,0.66,0.1,2.0,2480
2481,3.47,0.5,1.43,0.69,0.58,0.33,0.58,0.0,2481
2482,1.43,0.41,1.62,0.64,1.06,0.2,0.18,1.4,2482
2483,2.3,0.32,1.36,0.72,0.39,0.5,0.88,0.0,2483
2484,4.77,0.43,4.0,0.58,0.83,0.5,0.5,0.8,2484
2485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2485
2486,2.9,0.51,3.57,0.44,1.12,0.27,0.5,0.0,2486
2487,3.25,0.43,4.45,0.54,2.53,0.58,0.77,0.7,2487
2488,3.03,0.27,9.7,0.48,0.0,0.0,0.0,0.0,2488
2489,5.56,0.53,4.72,0.54,0.7,0.12,0.1,0.0,2489
2490,0.7,0.43,2.89,0.49,0.0,0.0,0.0,0.0,2490
2491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2491
2492,1.6,0.61,1.73,0.48,2.0,0.28,0.0,1.0,2492
2493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2493
2494,1.23,0.35,5.95,0.47,0.0,0.0,0.33,0.0,2494
2495,0.0,0.0,1.25,0.33,0.0,0.0,0.0,0.0,2495
2496,1.79,0.45,1.66,0.63,1.96,0.1,0.54,1.0,2496
2497,3.86,0.46,2.95,0.61,0.43,0.1,0.57,0.0,2497
2498,1.61,0.54,1.93,0.5,3.62,0.25,0.1,0.6,2498
2499,1.83,0.43,2.3,0.49,1.31,0.28,0.43,1.3,2499
2500,2.03,0.36,3.06,0.49,1.67,0.54,0.47,1.8,2500
2501,2.99,0.42,3.51,0.56,1.52,0.44,0.49,1.7,2501
2502,3.0,0.33,3.88,0.59,0.6,0.36,0.38,1.8,2502
2503,1.25,0.36,2.16,0.54,0.55,0.25,0.6,0.0,2503
2504,1.33,0.33,2.15,0.54,0.98,0.37,0.21,2.0,2504
2505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2505
2506,1.87,0.45,1.33,0.6,4.0,0.8,0.0,0.0,2506
2507,3.31,0.45,4.75,0.32,1.84,0.44,0.0,1.8,2507
2508,0.0,0.0,3.36,0.22,0.0,0.0,0.0,7.2,2508
2509,2.08,0.52,2.87,0.43,1.18,0.66,0.58,0.0,2509
2510,3.85,0.46,4.79,0.43,0.0,0.0,0.64,0.0,2510
2511,3.23,0.38,3.7,0.47,1.85,0.2,0.5,0.0,2511
2512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2512
2513,2.63,0.65,2.28,0.35,2.4,0.72,0.66,2.7,2513
2514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2514
2515,0.88,0.4,1.66,0.49,1.82,0.41,0.5,1.9,2515
2516,3.5,0.4,4.97,0.5,0.0,0.0,0.58,0.0,2516
2517,4.67,0.52,4.01,0.52,1.74,0.34,0.65,0.0,2517
2518,2.18,0.47,3.84,0.38,2.02,0.4,0.54,2.0,2518
2519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2519
2520,1.96,0.54,2.46,0.36,1.02,0.6,0.54,0.0,2520
2521,2.98,0.45,2.95,0.58,0.95,0.55,0.5,0.2,2521
2522,2.82,0.4,5.3,0.37,3.85,0.33,0.0,1.3,2522
2523,0.84,0.5,9.86,0.35,0.0,0.0,0.0,0.0,2523
2524,2.85,0.4,2.74,0.63,0.72,0.38,0.51,0.6,2524
2525,3.27,0.4,7.73,0.46,0.0,0.0,0.0,0.0,2525
2526,1.06,0.41,1.22,0.52,2.47,0.4,0.25,1.4,2526
2527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2527
2528,1.74,0.32,2.06,0.55,0.66,0.5,0.29,2.0,2528
2529,2.53,0.49,2.53,0.52,0.0,0.0,0.1,3.0,2529
2530,1.15,0.33,4.2,0.52,0.0,0.0,0.1,1.9,2530
2531,1.63,0.85,0.0,0.0,0.0,0.0,0.1,4.1,2531
2532,2.31,0.59,1.53,0.6,3.39,0.43,0.33,1.4,2532
2533,3.8,0.55,3.54,0.6,0.0,0.0,0.1,0.0,2533
2534,2.21,0.34,8.85,0.41,3.69,0.5,0.0,0.0,2534
2535,0.26,0.16,2.7,0.43,1.93,0.1,0.25,1.9,2535
2536,3.55,0.5,2.79,0.64,0.0,0.0,0.55,0.7,2536
2537,1.49,0.49,2.26,0.45,2.3,0.36,0.2,1.6,2537
2538,2.12,0.34,2.12,0.58,2.23,0.5,0.69,0.6,2538
2539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2539
2540,1.67,0.65,0.93,0.33,4.0,0.8,0.0,2.0,2540
2541,2.04,0.52,1.82,0.63,4.31,0.46,0.68,0.0,2541
2542,1.23,0.28,3.91,0.61,0.0,0.0,0.0,0.0,2542
2543,3.37,0.37,3.27,0.57,1.46,0.57,0.7,0.1,2543
2544,4.56,0.5,5.62,0.48,0.33,0.14,0.85,0.0,2544
2545,2.25,0.37,3.52,0.53,1.19,0.25,0.4,3.6,2545
2546,3.35,0.3,5.7,0.51,1.35,0.23,0.3,0.1,2546
2547,3.41,0.39,3.15,0.61,2.74,0.66,0.66,1.4,2547
2548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2548
2549,3.79,0.41,2.5,0.74,0.45,0.5,0.71,0.0,2549
2550,4.36,0.48,3.55,0.6,1.82,0.44,0.71,0.6,2550
2551,2.5,0.41,4.12,0.53,1.34,0.35,0.53,1.2,2551
2552,1.61,0.45,1.35,0.57,5.29,0.41,0.25,0.8,2552
2553,1.95,0.43,3.66,0.43,0.54,0.16,0.33,0.0,2553
2554,2.21,0.43,6.85,0.48,0.0,0.0,0.0,0.0,2554
2555,0.0,0.0,5.58,0.6,0.0,0.0,0.0,20.9,2555
2556,7.25,0.48,5.04,0.55,0.0,0.0,0.66,0.0,2556
2557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2557
2558,1.67,0.25,9.76,0.34,0.0,0.0,0.0,0.0,2558
2559,0.97,0.3,2.87,0.59,1.06,0.12,0.66,0.7,2559
2560,1.92,0.25,5.38,0.52,0.72,0.25,0.33,1.4,2560
2561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2561
2562,3.46,0.46,2.66,0.56,0.0,0.0,0.66,0.0,2562
2563,2.79,0.44,2.06,0.64,2.29,0.36,0.66,0.0,2563
2564,5.6,0.41,4.43,0.64,2.25,0.54,0.69,0.4,2564
2565,3.93,0.49,8.33,0.33,1.0,0.33,0.66,1.0,2565
2566,4.98,0.66,4.85,0.57,0.0,0.0,0.66,9.8,2566
2567,4.85,0.39,4.12,0.47,0.0,0.0,0.64,0.0,2567
2568,2.39,0.48,3.86,0.4,0.0,0.0,0.79,0.2,2568
