fight_id,event_name,date,title_bout,method,round_ended,time_ended,referee,event_id
1005,UFC 285: Jones vs. Gane,2023-03-04,0,Submission,2,134,Jason Herzog,84
1006,UFC 285: Jones vs. Gane,2023-03-04,0,Decision - Unanimous,3,300,Keith Peterson,84
1007,UFC 285: Jones vs. Gane,2023-03-04,0,Decision - Unanimous,3,300,Mark Smith,84
1008,UFC Fight Night: Muniz vs. Allen,2023-02-25,0,Submission,3,265,Jason Herzog,85
1009,UFC Fight Night: Muniz vs. Allen,2023-02-25,0,Decision - Unanimous,3,300,Kerry Hatley,85
1010,UFC Fight Night: Muniz vs. Allen,2023-02-25,0,Submission,2,171,Chris Tognoni,85
1011,UFC Fight Night: Muniz vs. Allen,2023-02-25,0,Submission,1,255,Mark Smith,85
1012,UFC Fight Night: Muniz vs. Allen,2023-02-25,0,KO/TKO,1,299,Kerry Hatley,85
1013,UFC Fight Night: Muniz vs. Allen,2023-02-25,0,Decision - Unanimous,3,300,Chris Tognoni,85
1014,UFC Fight Night: Muniz vs. Allen,2023-02-25,0,KO/TKO,1,147,Jason Herzog,85
1015,UFC Fight Night: Muniz vs. Allen,2023-02-25,0,Decision - Split,3,300,Kerry Hatley,85
1016,UFC Fight Night: Muniz vs. Allen,2023-02-25,0,Submission,2,295,Jason Herzog,85
1017,UFC Fight Night: Muniz vs. Allen,2023-02-25,0,Decision - Majority,3,300,Mark Smith,85
1018,UFC Fight Night: Andrade vs. Blanchfield,2023-02-18,0,Submission,2,97,Herb Dean,86
1019,UFC Fight Night: Andrade vs. Blanchfield,2023-02-18,0,Decision - Unanimous,3,300,Mark Smith,86
1020,UFC Fight Night: Andrade vs. Blanchfield,2023-02-18,0,Decision - Unanimous,3,300,Jacob Montalvo,86
1021,UFC Fight Night: Andrade vs. Blanchfield,2023-02-18,0,Decision - Unanimous,3,300,Chris Tognoni,86
1022,UFC Fight Night: Andrade vs. Blanchfield,2023-02-18,0,Decision - Unanimous,3,300,Herb Dean,86
1023,UFC Fight Night: Andrade vs. Blanchfield,2023-02-18,0,TKO - Doctor's Stoppage,3,38,Mark Smith,86
1024,UFC Fight Night: Andrade vs. Blanchfield,2023-02-18,0,Submission,2,285,Jacob Montalvo,86
1025,UFC Fight Night: Andrade vs. Blanchfield,2023-02-18,0,Decision - Unanimous,3,300,Chris Tognoni,86
1026,UFC Fight Night: Andrade vs. Blanchfield,2023-02-18,0,KO/TKO,1,49,Mark Smith,86
1027,UFC Fight Night: Andrade vs. Blanchfield,2023-02-18,0,Submission,2,97,Jacob Montalvo,86
1028,UFC Fight Night: Andrade vs. Blanchfield,2023-02-18,0,Submission,1,193,Chris Tognoni,86
1029,UFC 284: Makhachev vs. Volkanovski,2023-02-11,1,Decision - Unanimous,5,300,Marc Goddard,87
1030,UFC 284: Makhachev vs. Volkanovski,2023-02-11,1,Submission,2,259,Jason Herzog,87
1031,UFC 284: Makhachev vs. Volkanovski,2023-02-11,0,Submission,1,133,Marc Goddard,87
1032,UFC 284: Makhachev vs. Volkanovski,2023-02-11,0,KO/TKO,1,66,Jason Herzog,87
1033,UFC 284: Makhachev vs. Volkanovski,2023-02-11,0,Decision - Unanimous,3,300,Steve Perceval,87
1034,UFC 284: Makhachev vs. Volkanovski,2023-02-11,0,Submission,2,122,Peter Hickmott,87
1035,UFC 284: Makhachev vs. Volkanovski,2023-02-11,0,KO/TKO,1,59,Matt Wynne,87
1036,UFC 284: Makhachev vs. Volkanovski,2023-02-11,0,Decision - Unanimous,3,300,Marc Goddard,87
1037,UFC 284: Makhachev vs. Volkanovski,2023-02-11,0,Decision - Unanimous,3,300,Jason Herzog,87
1038,UFC 284: Makhachev vs. Volkanovski,2023-02-11,0,Submission,2,44,Steve Perceval,87
1039,UFC 284: Makhachev vs. Volkanovski,2023-02-11,0,Decision - Unanimous,3,300,Peter Hickmott,87
1040,UFC 284: Makhachev vs. Volkanovski,2023-02-11,0,Decision - Split,3,300,Matt Wynne,87
1041,UFC Fight Night: Lewis vs. Spivac,2023-02-04,0,Submission,1,185,Marc Goddard,88
1042,UFC Fight Night: Lewis vs. Spivac,2023-02-04,0,Decision - Unanimous,3,300,Keith Peterson,88
1043,UFC Fight Night: Lewis vs. Spivac,2023-02-04,0,Decision - Unanimous,3,300,Mark Smith,88
1044,UFC Fight Night: Lewis vs. Spivac,2023-02-04,0,KO/TKO,1,276,Keith Peterson,88
1045,UFC Fight Night: Lewis vs. Spivac,2023-02-04,1,KO/TKO,2,224,Marc Goddard,88
1046,UFC Fight Night: Lewis vs. Spivac,2023-02-04,1,Decision - Split,3,300,Mark Smith,88
1047,UFC Fight Night: Lewis vs. Spivac,2023-02-04,1,KO/TKO,1,33,Keith Peterson,88
1048,UFC Fight Night: Lewis vs. Spivac,2023-02-04,1,Submission,3,191,Marc Goddard,88
1049,UFC Fight Night: Lewis vs. Spivac,2023-02-04,0,Submission,1,245,Mark Smith,88
1050,UFC Fight Night: Lewis vs. Spivac,2023-02-04,0,Submission,1,260,Chris Tognoni,88
1051,UFC 283: Teixeira vs. Hill,2023-01-21,1,Decision - Unanimous,5,300,Marc Goddard,89
1052,UFC 283: Teixeira vs. Hill,2023-01-21,1,TKO - Doctor's Stoppage,3,300,Herb Dean,89
1053,UFC 283: Teixeira vs. Hill,2023-01-21,0,Submission,1,255,Fernando Portella,89
1054,UFC 283: Teixeira vs. Hill,2023-01-21,0,Decision - Unanimous,3,300,Osiris Maia,89
1055,UFC 283: Teixeira vs. Hill,2023-01-21,0,KO/TKO,1,136,Herb Dean,89
1056,UFC 283: Teixeira vs. Hill,2023-01-21,0,KO/TKO,1,245,Herb Dean,89
1057,UFC 283: Teixeira vs. Hill,2023-01-21,0,KO/TKO,1,253,Fernando Portella,89
1058,UFC 283: Teixeira vs. Hill,2023-01-21,0,Submission,2,245,Osiris Maia,89
1059,UFC 283: Teixeira vs. Hill,2023-01-21,0,Submission,1,49,Herb Dean,89
1060,UFC 283: Teixeira vs. Hill,2023-01-21,0,KO/TKO,2,176,Fernando Portella,89
1061,UFC 283: Teixeira vs. Hill,2023-01-21,0,Decision - Unanimous,3,300,Marc Goddard,89
1062,UFC 283: Teixeira vs. Hill,2023-01-21,0,KO/TKO,2,137,Osiris Maia,89
1063,UFC 283: Teixeira vs. Hill,2023-01-21,0,Decision - Split,3,300,Herb Dean,89
1064,UFC 283: Teixeira vs. Hill,2023-01-21,0,Decision - Unanimous,3,300,Marc Goddard,89
1065,UFC 283: Teixeira vs. Hill,2023-01-21,0,KO/TKO,2,138,Fernando Portella,89
1066,UFC Fight Night: Strickland vs. Imavov,2023-01-14,0,Decision - Unanimous,5,300,Mark Smith,90
1067,UFC Fight Night: Strickland vs. Imavov,2023-01-14,0,KO/TKO,2,253,Jason Herzog,90
1068,UFC Fight Night: Strickland vs. Imavov,2023-01-14,0,KO/TKO,2,199,Kerry Hatley,90
1069,UFC Fight Night: Strickland vs. Imavov,2023-01-14,0,Decision - Split,3,300,Chris Tognoni,90
1070,UFC Fight Night: Strickland vs. Imavov,2023-01-14,0,KO/TKO,1,280,Jason Herzog,90
1071,UFC Fight Night: Strickland vs. Imavov,2023-01-14,0,Decision - Unanimous,3,300,Chris Tognoni,90
1072,UFC Fight Night: Strickland vs. Imavov,2023-01-14,0,KO/TKO,2,28,Mark Smith,90
1073,UFC Fight Night: Strickland vs. Imavov,2023-01-14,0,Decision - Unanimous,3,300,Kerry Hatley,90
1074,UFC Fight Night: Strickland vs. Imavov,2023-01-14,0,Submission,1,196,Jason Herzog,90
1075,UFC Fight Night: Strickland vs. Imavov,2023-01-14,0,Decision - Unanimous,3,300,Mark Smith,90
1076,UFC Fight Night: Strickland vs. Imavov,2023-01-14,0,KO/TKO,1,273,Kerry Hatley,90
1077,UFC Fight Night: Cannonier vs. Strickland,2022-12-17,0,Decision - Split,5,300,Herb Dean,91
1078,UFC Fight Night: Cannonier vs. Strickland,2022-12-17,0,Decision - Unanimous,3,300,Mark Smith,91
1079,UFC Fight Night: Cannonier vs. Strickland,2022-12-17,0,KO/TKO,3,133,Keith Peterson,91
1080,UFC Fight Night: Cannonier vs. Strickland,2022-12-17,0,KO/TKO,1,184,Herb Dean,91
1081,UFC Fight Night: Cannonier vs. Strickland,2022-12-17,0,KO/TKO,2,165,Keith Peterson,91
1082,UFC Fight Night: Cannonier vs. Strickland,2022-12-17,0,KO/TKO,1,196,Mark Smith,91
1083,UFC Fight Night: Cannonier vs. Strickland,2022-12-17,0,Decision - Unanimous,3,300,Chris Tognoni,91
1084,UFC Fight Night: Cannonier vs. Strickland,2022-12-17,0,Decision - Unanimous,3,300,Herb Dean,91
1085,UFC Fight Night: Cannonier vs. Strickland,2022-12-17,0,Submission,2,230,Keith Peterson,91
1086,UFC Fight Night: Cannonier vs. Strickland,2022-12-17,0,Decision - Unanimous,3,300,Mark Smith,91
1087,UFC Fight Night: Cannonier vs. Strickland,2022-12-17,0,Decision - Unanimous,3,300,Herb Dean,91
1088,UFC Fight Night: Cannonier vs. Strickland,2022-12-17,0,Decision - Unanimous,3,300,Keith Peterson,91
1089,UFC Fight Night: Cannonier vs. Strickland,2022-12-17,0,Decision - Unanimous,3,300,Chris Tognoni,91
1090,UFC 282: Blachowicz vs. Ankalaev,2022-12-10,0,Decision - Unanimous,3,300,Herb Dean,92
1091,UFC 282: Blachowicz vs. Ankalaev,2022-12-10,0,KO/TKO,3,149,Jason Herzog,92
1092,UFC 282: Blachowicz vs. Ankalaev,2022-12-10,0,Submission,3,163,Mark Smith,92
1093,UFC 282: Blachowicz vs. Ankalaev,2022-12-10,0,Submission,2,190,Marc Goddard,92
1094,UFC 282: Blachowicz vs. Ankalaev,2022-12-10,0,Submission,1,164,Herb Dean,92
1095,UFC 282: Blachowicz vs. Ankalaev,2022-12-10,0,KO/TKO,1,23,Mark Smith,92
1096,UFC 282: Blachowicz vs. Ankalaev,2022-12-10,0,KO/TKO,2,281,Chris Tognoni,92
1097,UFC 282: Blachowicz vs. Ankalaev,2022-12-10,0,KO/TKO,2,169,Jason Herzog,92
1098,UFC 282: Blachowicz vs. Ankalaev,2022-12-10,0,KO/TKO,2,270,Chris Tognoni,92
1099,UFC 282: Blachowicz vs. Ankalaev,2022-12-10,0,Submission,3,221,Mark Smith,92
1100,UFC 282: Blachowicz vs. Ankalaev,2022-12-10,0,KO/TKO,3,253,Chris Tognoni,92
1101,UFC Fight Night: Thompson vs. Holland,2022-12-03,0,KO/TKO,4,300,Dan Miragliotta,93
1102,UFC Fight Night: Thompson vs. Holland,2022-12-03,0,Submission,2,200,Marc Goddard,93
1103,UFC Fight Night: Thompson vs. Holland,2022-12-03,0,KO/TKO,2,104,Keith Peterson,93
1104,UFC Fight Night: Thompson vs. Holland,2022-12-03,0,KO/TKO,1,54,Dan Miragliotta,93
1105,UFC Fight Night: Thompson vs. Holland,2022-12-03,0,KO/TKO,2,246,Marc Goddard,93
1106,UFC Fight Night: Thompson vs. Holland,2022-12-03,0,KO/TKO,2,165,Keith Peterson,93
1107,UFC Fight Night: Thompson vs. Holland,2022-12-03,0,KO/TKO,3,206,Marc Goddard,93
1108,UFC Fight Night: Thompson vs. Holland,2022-12-03,0,Decision - Unanimous,3,300,Andrew Glenn,93
1109,UFC Fight Night: Thompson vs. Holland,2022-12-03,0,Decision - Split,3,300,Larry Folsom,93
1110,UFC Fight Night: Thompson vs. Holland,2022-12-03,0,Decision - Unanimous,3,300,Keith Peterson,93
1111,UFC Fight Night: Thompson vs. Holland,2022-12-03,0,Decision - Unanimous,3,300,Dan Miragliotta,93
1112,UFC Fight Night: Thompson vs. Holland,2022-12-03,0,Decision - Unanimous,3,300,Andrew Glenn,93
1113,UFC Fight Night: Thompson vs. Holland,2022-12-03,0,KO/TKO,2,74,Larry Folsom,93
1114,UFC Fight Night: Thompson vs. Holland,2022-12-03,0,KO/TKO,2,246,Keith Peterson,93
1115,UFC Fight Night: Nzechukwu vs. Cutelaba,2022-11-19,0,KO/TKO,2,62,Keith Peterson,94
1116,UFC Fight Night: Nzechukwu vs. Cutelaba,2022-11-19,0,Decision - Unanimous,3,300,Jacob Montalvo,94
1117,UFC Fight Night: Nzechukwu vs. Cutelaba,2022-11-19,0,KO/TKO,3,63,Chris Tognoni,94
1118,UFC Fight Night: Nzechukwu vs. Cutelaba,2022-11-19,0,KO/TKO,1,204,Mark Smith,94
1119,UFC Fight Night: Nzechukwu vs. Cutelaba,2022-11-19,0,Decision - Split,3,300,Keith Peterson,94
1120,UFC Fight Night: Nzechukwu vs. Cutelaba,2022-11-19,0,Decision - Unanimous,3,300,Jacob Montalvo,94
1121,UFC Fight Night: Nzechukwu vs. Cutelaba,2022-11-19,0,Decision - Unanimous,3,300,Chris Tognoni,94
1122,UFC Fight Night: Nzechukwu vs. Cutelaba,2022-11-19,0,Decision - Split,3,300,Mark Smith,94
1123,UFC Fight Night: Nzechukwu vs. Cutelaba,2022-11-19,0,Decision - Unanimous,3,300,Keith Peterson,94
1124,UFC Fight Night: Nzechukwu vs. Cutelaba,2022-11-19,0,Decision - Unanimous,3,300,Jacob Montalvo,94
1125,UFC Fight Night: Nzechukwu vs. Cutelaba,2022-11-19,0,KO/TKO,3,87,Chris Tognoni,94
1126,UFC 281: Adesanya vs. Pereira,2022-11-12,1,KO/TKO,5,121,Marc Goddard,95
1127,UFC 281: Adesanya vs. Pereira,2022-11-12,1,Submission,2,65,Keith Peterson,95
1128,UFC 281: Adesanya vs. Pereira,2022-11-12,0,Submission,3,120,Dan Miragliotta,95
1129,UFC 281: Adesanya vs. Pereira,2022-11-12,0,KO/TKO,1,121,Kevin MacDonald,95
1130,UFC 281: Adesanya vs. Pereira,2022-11-12,0,KO/TKO,2,246,Keith Peterson,95
1131,UFC 281: Adesanya vs. Pereira,2022-11-12,0,Submission,1,200,Dan Miragliotta,95
1132,UFC 281: Adesanya vs. Pereira,2022-11-12,0,KO/TKO,1,80,Marc Goddard,95
1133,UFC 281: Adesanya vs. Pereira,2022-11-12,0,Submission,1,217,Kevin MacDonald,95
1134,UFC 281: Adesanya vs. Pereira,2022-11-12,0,Decision - Unanimous,3,300,Keith Peterson,95
1135,UFC 281: Adesanya vs. Pereira,2022-11-12,0,KO/TKO,1,150,Dan Miragliotta,95
1136,UFC 281: Adesanya vs. Pereira,2022-11-12,0,Decision - Unanimous,3,300,Marc Goddard,95
1137,UFC 281: Adesanya vs. Pereira,2022-11-12,0,KO/TKO,1,291,Kevin MacDonald,95
1138,UFC 281: Adesanya vs. Pereira,2022-11-12,0,Decision - Unanimous,3,300,Marc Goddard,95
1139,UFC 281: Adesanya vs. Pereira,2022-11-12,0,KO/TKO,1,224,Kevin MacDonald,95
1140,UFC Fight Night: Rodriguez vs. Lemos,2022-11-05,0,KO/TKO,3,54,Jason Herzog,96
1141,UFC Fight Night: Rodriguez vs. Lemos,2022-11-05,0,Submission,3,213,Herb Dean,96
1142,UFC Fight Night: Rodriguez vs. Lemos,2022-11-05,0,KO/TKO,1,67,Mark Smith,96
1143,UFC Fight Night: Rodriguez vs. Lemos,2022-11-05,0,Submission,1,131,Chris Tognoni,96
1144,UFC Fight Night: Rodriguez vs. Lemos,2022-11-05,0,Submission,3,125,Herb Dean,96
1145,UFC Fight Night: Rodriguez vs. Lemos,2022-11-05,0,Decision - Unanimous,3,300,Jason Herzog,96
1146,UFC Fight Night: Rodriguez vs. Lemos,2022-11-05,0,Submission,1,294,Chris Tognoni,96
1147,UFC Fight Night: Rodriguez vs. Lemos,2022-11-05,0,KO/TKO,1,47,Herb Dean,96
1148,UFC Fight Night: Rodriguez vs. Lemos,2022-11-05,0,Decision - Unanimous,3,300,Mark Smith,96
1149,UFC Fight Night: Rodriguez vs. Lemos,2022-11-05,0,Submission,2,159,Jason Herzog,96
1150,UFC Fight Night: Rodriguez vs. Lemos,2022-11-05,0,KO/TKO,1,186,Chris Tognoni,96
1151,UFC Fight Night: Kattar vs. Allen,2022-10-29,0,KO/TKO,2,8,Herb Dean,97
1152,UFC Fight Night: Kattar vs. Allen,2022-10-29,0,Decision - Split,3,300,Dan Miragliotta,97
1153,UFC Fight Night: Kattar vs. Allen,2022-10-29,0,Decision - Unanimous,3,300,Mark Smith,97
1154,UFC Fight Night: Kattar vs. Allen,2022-10-29,0,Submission,2,49,Chris Tognoni,97
1155,UFC Fight Night: Kattar vs. Allen,2022-10-29,0,Decision - Split,3,300,Herb Dean,97
1156,UFC Fight Night: Kattar vs. Allen,2022-10-29,0,KO/TKO,1,249,Dan Miragliotta,97
1157,UFC Fight Night: Kattar vs. Allen,2022-10-29,0,Submission,1,110,Mark Smith,97
1158,UFC Fight Night: Kattar vs. Allen,2022-10-29,0,Submission,2,184,Chris Tognoni,97
1159,UFC Fight Night: Kattar vs. Allen,2022-10-29,0,KO/TKO,1,92,Herb Dean,97
1160,UFC Fight Night: Kattar vs. Allen,2022-10-29,0,Decision - Unanimous,3,300,Mark Smith,97
1161,UFC Fight Night: Kattar vs. Allen,2022-10-29,0,Submission,1,247,Chris Tognoni,97
1162,UFC 280: Oliveira vs. Makhachev,2022-10-22,1,Submission,2,196,Jason Herzog,98
1163,UFC 280: Oliveira vs. Makhachev,2022-10-22,1,KO/TKO,2,224,Marc Goddard,98
1164,UFC 280: Oliveira vs. Makhachev,2022-10-22,0,Decision - Split,3,300,Jason Herzog,98
1165,UFC 280: Oliveira vs. Makhachev,2022-10-22,0,Decision - Unanimous,3,300,Daniel Movahedi,98
1166,UFC 280: Oliveira vs. Makhachev,2022-10-22,0,Decision - Unanimous,3,300,Jason Herzog,98
1167,UFC 280: Oliveira vs. Makhachev,2022-10-22,0,KO/TKO,2,287,Lukasz Bosacki,98
1168,UFC 280: Oliveira vs. Makhachev,2022-10-22,0,Decision - Unanimous,3,300,Daniel Movahedi,98
1169,UFC 280: Oliveira vs. Makhachev,2022-10-22,0,Decision - Unanimous,3,300,Marc Goddard,98
1170,UFC 280: Oliveira vs. Makhachev,2022-10-22,0,Decision - Unanimous,3,300,Lukasz Bosacki,98
1171,UFC 280: Oliveira vs. Makhachev,2022-10-22,0,Decision - Unanimous,3,300,Marc Goddard,98
1172,UFC 280: Oliveira vs. Makhachev,2022-10-22,0,Submission,3,266,Daniel Movahedi,98
1173,UFC 280: Oliveira vs. Makhachev,2022-10-22,0,Decision - Majority,3,300,Lukasz Bosacki,98
1174,UFC Fight Night: Grasso vs. Araujo,2022-10-15,0,Decision - Unanimous,5,300,Mark Smith,99
1175,UFC Fight Night: Grasso vs. Araujo,2022-10-15,0,KO/TKO,2,259,Herb Dean,99
1176,UFC Fight Night: Grasso vs. Araujo,2022-10-15,0,KO/TKO,2,192,Chris Tognoni,99
1177,UFC Fight Night: Grasso vs. Araujo,2022-10-15,0,Decision - Unanimous,3,300,Kerry Hatley,99
1178,UFC Fight Night: Grasso vs. Araujo,2022-10-15,0,KO/TKO,1,88,Mark Smith,99
1179,UFC Fight Night: Grasso vs. Araujo,2022-10-15,0,Decision - Split,3,300,Herb Dean,99
1180,UFC Fight Night: Grasso vs. Araujo,2022-10-15,0,Decision - Unanimous,3,300,Mark Smith,99
1181,UFC Fight Night: Grasso vs. Araujo,2022-10-15,0,Submission,1,122,Chris Tognoni,99
1182,UFC Fight Night: Grasso vs. Araujo,2022-10-15,0,Decision - Unanimous,3,300,Jerin Valel,99
1183,UFC Fight Night: Grasso vs. Araujo,2022-10-15,0,Submission,2,259,Kerry Hatley,99
1184,UFC Fight Night: Grasso vs. Araujo,2022-10-15,0,KO/TKO,1,93,Chris Tognoni,99
1185,UFC Fight Night: Dern vs. Yan,2022-10-01,0,Decision - Majority,5,300,Chris Tognoni,100
1186,UFC Fight Night: Dern vs. Yan,2022-10-01,0,Decision - Unanimous,3,300,Keith Peterson,100
1187,UFC Fight Night: Dern vs. Yan,2022-10-01,0,Decision - Unanimous,3,300,Keith Peterson,100
1188,UFC Fight Night: Dern vs. Yan,2022-10-01,0,Submission,1,30,Jacob Montalvo,100
1189,UFC Fight Night: Dern vs. Yan,2022-10-01,0,Decision - Unanimous,3,300,Kerry Hatley,100
1190,UFC Fight Night: Dern vs. Yan,2022-10-01,0,KO/TKO,2,268,Keith Peterson,100
1191,UFC Fight Night: Dern vs. Yan,2022-10-01,0,Decision - Unanimous,3,300,Jacob Montalvo,100
1192,UFC Fight Night: Dern vs. Yan,2022-10-01,0,KO/TKO,2,188,Keith Peterson,100
1193,UFC Fight Night: Dern vs. Yan,2022-10-01,0,Submission,1,257,Kerry Hatley,100
1194,UFC Fight Night: Dern vs. Yan,2022-10-01,0,KO/TKO,1,255,Jacob Montalvo,100
1195,UFC Fight Night: Dern vs. Yan,2022-10-01,0,Submission,1,64,Chris Tognoni,100
1196,UFC Fight Night: Sandhagen vs. Song,2022-09-17,0,TKO - Doctor's Stoppage,4,300,Herb Dean,101
1197,UFC Fight Night: Sandhagen vs. Song,2022-09-17,0,KO/TKO,2,87,Mark Smith,101
1198,UFC Fight Night: Sandhagen vs. Song,2022-09-17,0,Decision - Split,3,300,Keith Peterson,101
1199,UFC Fight Night: Sandhagen vs. Song,2022-09-17,0,KO/TKO,1,235,Chris Tognoni,101
1200,UFC Fight Night: Sandhagen vs. Song,2022-09-17,0,Decision - Split,3,300,Mark Smith,101
1201,UFC Fight Night: Sandhagen vs. Song,2022-09-17,0,Submission,3,113,Herb Dean,101
1202,UFC Fight Night: Sandhagen vs. Song,2022-09-17,0,KO/TKO,1,69,Keith Peterson,101
1203,UFC Fight Night: Sandhagen vs. Song,2022-09-17,0,Decision - Unanimous,3,300,Chris Tognoni,101
1204,UFC Fight Night: Sandhagen vs. Song,2022-09-17,0,Decision - Unanimous,3,300,Keith Peterson,101
1205,UFC Fight Night: Sandhagen vs. Song,2022-09-17,0,Decision - Unanimous,3,300,Herb Dean,101
1206,UFC Fight Night: Sandhagen vs. Song,2022-09-17,0,Submission,2,139,Mark Smith,101
1207,UFC Fight Night: Sandhagen vs. Song,2022-09-17,0,Decision - Unanimous,3,300,Keith Peterson,101
1208,UFC Fight Night: Sandhagen vs. Song,2022-09-17,0,KO/TKO,1,229,Chris Tognoni,101
1209,UFC 279: Diaz vs. Ferguson,2022-09-10,0,Submission,4,172,Marc Goddard,102
1210,UFC 279: Diaz vs. Ferguson,2022-09-10,0,Submission,1,133,Herb Dean,102
1211,UFC 279: Diaz vs. Ferguson,2022-09-10,0,Decision - Split,3,300,Mark Smith,102
1212,UFC 279: Diaz vs. Ferguson,2022-09-10,0,KO/TKO,3,141,Jason Herzog,102
1213,UFC 279: Diaz vs. Ferguson,2022-09-10,0,Submission,1,277,Mike Beltran,102
1214,UFC 279: Diaz vs. Ferguson,2022-09-10,0,Decision - Unanimous,3,300,Herb Dean,102
1215,UFC 279: Diaz vs. Ferguson,2022-09-10,0,Submission,1,267,Marc Goddard,102
1216,UFC 279: Diaz vs. Ferguson,2022-09-10,0,KO/TKO,2,292,Mike Beltran,102
1217,UFC 279: Diaz vs. Ferguson,2022-09-10,0,KO/TKO,2,144,Mark Smith,102
1218,UFC 279: Diaz vs. Ferguson,2022-09-10,0,Decision - Unanimous,3,300,Jason Herzog,102
1219,UFC 279: Diaz vs. Ferguson,2022-09-10,0,Decision - Unanimous,3,300,Herb Dean,102
1220,UFC 279: Diaz vs. Ferguson,2022-09-10,0,Decision - Unanimous,3,300,Mark Smith,102
1221,UFC 279: Diaz vs. Ferguson,2022-09-10,0,Decision - Split,3,300,Mike Beltran,102
1222,UFC Fight Night: Gane vs. Tuivasa,2022-09-03,0,KO/TKO,3,263,Marc Goddard,103
1223,UFC Fight Night: Gane vs. Tuivasa,2022-09-03,0,Decision - Unanimous,3,300,Jason Herzog,103
1224,UFC Fight Night: Gane vs. Tuivasa,2022-09-03,0,Decision - Unanimous,3,300,Marc Goddard,103
1225,UFC Fight Night: Gane vs. Tuivasa,2022-09-03,0,KO/TKO,3,69,Rich Mitchell,103
1226,UFC Fight Night: Gane vs. Tuivasa,2022-09-03,0,Decision - Unanimous,3,300,Jason Herzog,103
1227,UFC Fight Night: Gane vs. Tuivasa,2022-09-03,0,Decision - Unanimous,3,300,Rich Mitchell,103
1228,UFC Fight Night: Gane vs. Tuivasa,2022-09-03,0,KO/TKO,1,19,Loic Pora,103
1229,UFC Fight Night: Gane vs. Tuivasa,2022-09-03,0,Decision - Unanimous,3,300,Marc Goddard,103
1230,UFC Fight Night: Gane vs. Tuivasa,2022-09-03,0,Decision - Unanimous,3,300,Rich Mitchell,103
1231,UFC Fight Night: Gane vs. Tuivasa,2022-09-03,0,KO/TKO,2,16,Jason Herzog,103
1232,UFC Fight Night: Gane vs. Tuivasa,2022-09-03,0,KO/TKO,1,195,Rich Mitchell,103
1233,UFC Fight Night: Gane vs. Tuivasa,2022-09-03,0,Submission,2,294,Loic Pora,103
1234,UFC 278: Usman vs. Edwards,2022-08-20,1,KO/TKO,5,244,Herb Dean,104
1235,UFC 278: Usman vs. Edwards,2022-08-20,0,Decision - Unanimous,3,300,Mike Beltran,104
1236,UFC 278: Usman vs. Edwards,2022-08-20,0,Decision - Unanimous,3,300,Jason Herzog,104
1237,UFC 278: Usman vs. Edwards,2022-08-20,0,KO/TKO,2,244,Herb Dean,104
1238,UFC 278: Usman vs. Edwards,2022-08-20,0,KO/TKO,1,65,Mike Beltran,104
1239,UFC 278: Usman vs. Edwards,2022-08-20,0,Decision - Majority,3,300,Jason Herzog,104
1240,UFC 278: Usman vs. Edwards,2022-08-20,0,Decision - Unanimous,3,300,Herb Dean,104
1241,UFC 278: Usman vs. Edwards,2022-08-20,0,Decision - Unanimous,3,300,Mike Beltran,104
1242,UFC 278: Usman vs. Edwards,2022-08-20,0,Submission,1,274,Dave Seljestad,104
1243,UFC 278: Usman vs. Edwards,2022-08-20,0,Decision - Unanimous,3,300,Tyler Tomlinson,104
1244,UFC 278: Usman vs. Edwards,2022-08-20,0,KO/TKO,1,219,Dave Seljestad,104
1245,UFC Fight Night: Vera vs. Cruz,2022-08-13,0,KO/TKO,4,137,Herb Dean,105
1246,UFC Fight Night: Vera vs. Cruz,2022-08-13,0,Decision - Majority,3,300,Mike Beltran,105
1247,UFC Fight Night: Vera vs. Cruz,2022-08-13,0,Decision - Unanimous,3,300,Jason Herzog,105
1248,UFC Fight Night: Vera vs. Cruz,2022-08-13,0,KO/TKO,3,78,Frank Trigg,105
1249,UFC Fight Night: Vera vs. Cruz,2022-08-13,0,KO/TKO,1,65,Herb Dean,105
1250,UFC Fight Night: Vera vs. Cruz,2022-08-13,0,Submission,3,99,Mike Beltran,105
1251,UFC Fight Night: Vera vs. Cruz,2022-08-13,0,Decision - Unanimous,3,300,Jason Herzog,105
1252,UFC Fight Night: Vera vs. Cruz,2022-08-13,0,Decision - Split,3,300,Frank Trigg,105
1253,UFC Fight Night: Vera vs. Cruz,2022-08-13,0,Decision - Split,3,300,Herb Dean,105
1254,UFC Fight Night: Vera vs. Cruz,2022-08-13,0,KO/TKO,1,213,Mike Beltran,105
1255,UFC Fight Night: Vera vs. Cruz,2022-08-13,0,KO/TKO,1,179,Jason Herzog,105
1256,UFC Fight Night: Vera vs. Cruz,2022-08-13,0,KO/TKO,1,129,Frank Trigg,105
1257,UFC Fight Night: Santos vs. Hill,2022-08-06,0,KO/TKO,4,151,Herb Dean,106
1258,UFC Fight Night: Santos vs. Hill,2022-08-06,0,KO/TKO,3,121,Keith Peterson,106
1259,UFC Fight Night: Santos vs. Hill,2022-08-06,0,KO/TKO,2,36,Mark Smith,106
1260,UFC Fight Night: Santos vs. Hill,2022-08-06,0,KO/TKO,3,237,Keith Peterson,106
1261,UFC Fight Night: Santos vs. Hill,2022-08-06,0,KO/TKO,2,222,Mark Smith,106
1262,UFC Fight Night: Santos vs. Hill,2022-08-06,0,Submission,1,137,Keith Peterson,106
